HS 2012 Product Code,HS 2012 Product Description,HS 2007 Product Code,HS 2007 Product Description
851090,Parts,851090,Parts of the electric appliances of 85.10
851110,Sparking plugs,851110,Sparking plugs
851120,Ignition magnetos; magneto-dynamos; magnetic flywheels,851120,Ignition magnetos; magneto-dynamos; magnetic flywheels
851130,Distributors; ignition coils,851130,Distributors; ignition coils
851140,Starter motors and dual purpose starter-generators,851140,Starter motors & dual purp. starter-generators
851150,Other generators,851150,"Generators other than starter motors & dual purp. starter generators (e.g., dynamos, alternators) (excl. of 85.01)"
851180,Other equipment,851180,"Electrical ignition/starting equip. n.e.s. in 85.11 (e.g., cut-outs of a kind used in conjunction with electrical ignition/starting equip.)"
851190,Parts,851190,Parts of the equip. of 85.11
851210,Lighting or visual signalling equipment of a kind used on bicycles,851210,Lighting/visual signalling equip. of a kind used on bicycles
851220,Other lighting or visual signalling equipment,851220,Lighting/visual signalling equip. of a kind used for cycles (excl. bicycles)/motor vehicles (excl. of 85.39)
851230,Sound signalling equipment,851230,Sound signalling equip. of a kind used for cycles/motor vehicles
851240,"Windscreen wipers, defrosters and demisters",851240,"Windscreen wipers, defrosters & demisters of a kind used for cycles/motor vehicles"
851290,Parts,851290,Parts of the equip. of 85.12
851310,Lamps,851310,"Portable electric lamps (i.e., flashlights) designed to function by their own source of energy (e.g., dry batteries, accumulators, magnetos), other than lighting equip. of 85.12"
851390,Parts,851390,Parts of the portable electric lamps of 8513.10
851410,Resistance heated furnaces and ovens,851410,Resistance heated furnaces & ovens
851420,Furnaces and ovens functioning by induction or dielectric loss,851420,Furnaces & ovens functioning by induction/dielectric loss
851430,Other furnaces and ovens,851430,Other furnaces & ovens other than Resistance heated furnaces & ovens/ Furnaces & ovens functioning by induction/dielectric loss
851440,Other equipment for the heat treatment of materials by induction or dielectric loss,851440,"Equipment for the heat treatment of materials by induction/dielectric loss, n.e.s. in 85.14"
851490,Parts,851490,Parts of Industrial/laboratory electric furnaces & ovens (incl. those functioning by induction/dielectric loss); other industrial/laboratory equipment for the heat treatment of materials by induction/dielectric loss.
851511,Soldering irons and guns,851511,Soldering irons & guns
851519,Other,851519,"Other brazing/soldering machines & apparatus , other than Soldering irons & guns"
851521,Fully or partly automatic,851521,"Machines & apparatus for resistance welding of metal , fully/partly automatic"
851529,Other,851529,"Other machines & apparatus for resistance welding of metal, other than fully/partly automatic"
851531,Fully or partly automatic,851531,"Machines & apparatus for arc (incl. plasma arc) welding of metals, fully/partly auto."
851539,Other,851539,"Machines & apparatus for arc (incl. plasma arc) welding of metals, other than fully/partly auto."
851580,Other machines and apparatus,851580,"Other machines & apparatus, n.e.s in 85.15"
851590,Parts,851590,"Parts of electric (incl. electrically heated gas), laser/other light/photon beam, ultrasonic, electron beam, magnetic pulse/plasma arc soldering, brazing/welding machines & apparatus, whether/not capable of cutting; electric machines & apparatus for hot"
851610,Electric instantaneous or storage water heaters and immersion heaters,851610,Electric instantaneous/storage water heaters & immersion heaters
851621,Storage heating radiators,851621,Electric storage heating radiators
851629,Other,851629,"Electric space heating apparatus & electric soil heating apparatus, other than storage heating radiators"
851631,Hair dryers,851631,"Hair dryers, electric"
851632,Other hair-dressing apparatus,851632,Electro-thermic hair-dressing apparatus other than hair dryers
851633,Hand-drying apparatus,851633,"Hand-drying apparatus, electric"
851640,Electric smoothing irons,851640,Electric smoothing irons
851650,Microwave ovens,851650,Microwave ovens
851660,"Other ovens; cookers, cooking plates, boiling rings, grillers and roasters",851660,"Electric ovens other than microwave ovens; electric cookers, cooking plates, boiling rings, grillers & roasters"
851671,Coffee or tea makers,851671,"Coffee/tea makers, electric"
851672,Toasters,851672,"Toasters, electric"
851679,Other,851679,Electro-thermic appliances n.e.s. in 85.16
851680,Electric heating resistors,851680,Electric heating resistors
851690,Parts,851690,Parts of the machinery & appliances of 85.16
851711,Line telephone sets with cordless handsets,851711,Line telephone sets with cordless handsets
851712,Telephones for cellular networks or for other wireless networks,851712,"Telephones for cellular networks/for other wireless networks, other than Line telephone sets with cordless handsets"
851718,Other,851718,"Other telephone sets, incl. telephones for cellular networks/for other wireless networks, other than 8517.11 & 8517.12"
851761,Base stations,851761,"Base stations for transmission/reception of voice, images/other data, incl. apparatus for communication in a wired/wireless network (such as a local/wide area network) "
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",851762,"Machines for the reception, conversion & transmission/regeneration of voice, images/other data, incl. switching & routing apparatus"
851769,Other,851769,"Other apparatus for transmission/reception of voice, images/other data, incl. apparatus for communication in a wired/wireless network (such as a local/wide area network) , other than 8517.61 & 8517.62"
851770,Parts,851770,"Parts of telephone sets, incl. telephones for cellular networks/for other wireless networks; other apparatus for the transmission/reception of voice, images/other data, incl. apparatus for communication in a wired/wireless network (such as a local/wide a"
851810,Microphones and stands therefor,851810,Microphones & stands therefor
851821,"Single loudspeakers, mounted in their enclosures",851821,"Single loudspeakers, mounted in their enclosures"
851822,"Multiple loudspeakers, mounted in the same enclosure",851822,"Multiple loudspeakers, mounted in the same enclosure"
851829,Other,851829,"Loudspeakers n.e.s. in 85.18, whether/not mounted in their enclosures"
851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",851830,"Headphones & earphones, whether/not combined with a microphone, & sets consisting of a microphone & one/more loudspeakers"
851840,Audio-frequency electric amplifiers,851840,Audio-frequency electric amplifiers
851850,Electric sound amplifier sets,851850,Electric sound amplifier sets
851890,Parts,851890,Parts of the apparatus & equip. of 85.18
851920,"Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",851920,"Apparatus operated by coins, banknotes, bank cards, tokens/by other means of payment"
851930,Turntables (record-decks),851930,Turntables (record-decks)
851950,Telephone answering machines,851950,Telephone answering machines
851981,"Using magnetic, optical or semiconductor media",851981,"Other sound recording/reproducing apparatus, using magnetic, optical/semiconductor media, other than 8519.20, 8519.30, 8519.50"
851989,Other,851989,"Other sound recording/reproducing apparatus,  other n.e.s. in Ch. 85.19"
852110,Magnetic tape-type,852110,"Video recording/repr. apparatus, whether/not incorporating a video tuner, magnetic tape-type"
852190,Other,852190,"Video recording/repr. apparatus other than magnetic tape-type, whether/not incorporating a video tuner"
852210,Pick-up cartridges,852210,Pick-up cartridges for use solely/principally with the apparatus of 85.19-85.21
852290,Other,852290,Parts (excl. pick-up cartridges) & accessories suit. for use solely/principally with the apparatus of 85.19-85.21
