HS - Combined  Product Code,HS - Combined  Product Description,HS 2017 Product Code,HS 2017 Product Description
300310,"300310 --  - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",300310,"Medicaments; containing penicillins, streptomycins or their derivatives, for therapeutic or prophylactic uses, (not in measured doses, not packaged for retail sale)"
300320,"300320 --  - Other, containing antibiotics",300320,"Medicaments; containing antibiotics other than penicillins, streptomycins and their derivatives, for therapeutic or prophylactic uses, (not in measured doses, not packaged for retail sale)"
300331,300331 --  -- Containing insulin,300331,"Medicaments; containing insulin, for therapeutic or prophylactic uses, not packaged for retail sale"
300339,300339 --  -- Other,300339,"Medicaments; containing hormones (excluding insulin), (but not containing antibiotics), for therapeutic or prophylactic uses, not packaged for retail sale"
300341,300341 -- (2017-) -- Containing ephedrine or its salts,300341,"Medicaments; containing alkaloids or their derivatives, containing ephedrine or its salts, for therapeutic or prophylactic uses, (not packaged for retail sale)"
300342,300342 -- (2017-) -- Containing pseudoephedrine (INN) or its salts,300342,"Medicaments; containing alkaloids or their derivatives, containing pseudoephedrine (INN) or its salts, for therapeutic or prophylactic uses, (not packaged for retail sale)"
300343,300343 -- (2017-) -- Containing norephedrine or its salts,300343,"Medicaments; containing alkaloids or their derivatives, containing norephedrine or its salts, for therapeutic or prophylactic uses, (not packaged for retail sale)"
300349,300349 -- (2017-) -- Other,300349,"Medicaments; containing alkaloids or their derivatives; other than ephedrine, pseudoephedrine (INN) or norephedrine or their salts; for therapeutic or prophylactic uses, (not packaged for retail sale)"
300360,"300360 -- (2017-) - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",300360,"Medicaments; containing antimalarial active principles described in subheading note 2 to this chapter, for therapeutic or prophylactic uses, (not packaged for retail sale)"
300390,300390 --  - Other,300390,"Medicaments; (not containing antibiotics, hormones, alkaloids or their derivatives), for therapeutic or prophylactic uses, (not packaged for retail sale)"
300410,"300410 --  - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",300410,"Medicaments; containing penicillins, streptomycins or their derivatives, for therapeutic or prophylactic uses, packaged for retail sale"
300420,"300420 --  - Other, containing antibiotics",300420,"Medicaments; containing antibiotics (other than penicillins, streptomycins or their derivatives), for therapeutic or prophylactic uses, packaged for retail sale"
300431,300431 --  -- Containing insulin,300431,"Medicaments; containing insulin, for therapeutic or prophylactic uses, packaged for retail sale"
300432,"300432 --  -- Containing corticosteroid hormones, their derivatives or structural analogues",300432,"Medicaments; containing corticosteroid hormones, their derivatives or structural analogues (but not containing antibiotics), for therapeutic or prophylactic uses, packaged for retail sale"
300439,300439 --  -- Other,300439,"Medicaments; containing hormones (but not insulin), adrenal cortex hormones or antibiotics, for therapeutic or prophylactic uses, packaged for retail sale"
300441,300441 -- (2017-) -- Containing ephedrine or its salts,300441,"Medicaments; containing alkaloids or their derivatives, containing ephedrine or its salts, for therapeutic or prophylactic uses, packaged for retail sale"
300442,300442 -- (2017-) -- Containing pseudoephedrine (INN) or its salts,300442,"Medicaments; containing alkaloids or their derivatives, containing pseudoephedrine (INN) or its salts, for therapeutic or prophylactic uses, packaged for retail sale"
300443,300443 -- (2017-) -- Containing norephedrine or its salts,300443,"Medicaments; containing alkaloids or their derivatives, containing norephedrine or its salts, for therapeutic or prophylactic uses, packaged for retail sale"
300449,300449 -- (2017-) -- Other,300449,"Medicaments; containing alkaloids or their derivatives; other than ephedrine, pseudoephedrine (INN) or norephedrine or their salts; for therapeutic or prophylactic uses, packaged for retail sale"
300450,"300450 --  - Other, containing vitamins or other products of heading 2936",300450,"Medicaments; containing vitamins or their derivatives, for therapeutic or prophylactic use, packaged for retail sale"
300460,"300460 -- (2017-) - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",300460,"Medicaments; containing antimalarial active principles described in Subheading Note 2 to this Chapter, for therapeutic or prophylactic uses, packaged for retail sale"
300490,300490 --  - Other,300490,"Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, for therapeutic or prophylactic uses, packaged for retail sale"
300510,300510 --  - Adhesive dressings and other articles having an adhesive layer,300510,"Dressings, adhesive; and other articles having an adhesive layer, packed for retail sale for medical, surgical, dental or veterinary purposes"
300590,300590 --  - Other,300590,"Wadding, gauze, bandages and similar articles; (excluding adhesive dressings), impregnated or coated with pharmaceutical substances, packaged for retail sale"
300610,"300610 --  - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dent",300610,"Pharmaceutical goods; sterile surgical catgut, suture materials, tissue adhesives, laminaria, laminaria tents, absorbable surgical or dental haemostatics, and surgical or dental adhesion barriers"
300620,300620 --  - Blood-grouping reagents,300620,Pharmaceutical goods; blood-grouping reagents
300630,300630 --  - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,300630,"Pharmaceutical goods; opacifying preparations for x-ray examinations, diagnostic reagents designed to be administered to the patient"
300640,300640 --  - Dental cements and other dental fillings; bone reconstruction cements,300640,"Pharmaceutical goods; dental cements and other dental fillings, bone reconstruction cements"
300650,300650 --  - First-aid boxes and kits,300650,Pharmaceutical goods; first aid boxes and kits
300660,"300660 --  - Chemical contraceptive preparations based on hormones, on other products of heading 2937 or on spermicides",300660,"Pharmaceutical goods; chemical contraceptive preparations based on hormones, on other products of heading 2937 or on spermicides"
300670,300670 -- (2002-) - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,300670,Pharmaceutical goods; Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments
300691,300691 -- (2007-) -- Appliances identifiable for ostomy use,300691,Pharmaceutical goods; appliances identifiable for ostomy use
300692,300692 -- (2007-) -- Waste pharmaceuticals,300692,Pharmaceutical goods; waste pharmaceuticals
300693,"300693 -- (2022) -- Pharmaceutical goods; placebos and blinded (or double-blinded) clinical trial kits for a recognised clinical trial, put up in measured doses",300490,"Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, for therapeutic or prophylactic uses, packaged for retail sale"
310100,"310100 --  Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers produced by the mixing or chemical treatment of animal or vegetable products",310100,"Fertilizers, animal or vegetable; whether or not mixed together or chemically treated; fertilizers, produced by the mixing or chemical treatment of animal or vegetable products"
310210,"310210 --  - Urea, whether or not in aqueous solution",310210,"Fertilizers, mineral or chemical; nitrogenous, urea, whether or not in aqueous solution"
310221,310221 --  -- Ammonium sulphate,310221,"Fertilizers, mineral or chemical; nitrogenous, ammonium sulphate"
310229,310229 --  -- Other,310229,"Fertilizers, mineral or chemical; nitrogenous, other than ammonium sulphate"
310230,"310230 --  - Ammonium nitrate, whether or not in aqueous solution",310230,"Fertilizers, mineral or chemical; nitrogenous, ammonium nitrate, whether or not in aqueous solution"
310240,310240 --  - Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances,310240,"Fertilizers, mineral or chemical; ammonium nitrate with calcium carbonate or other inorganic non-fertilizing substances, mixtures thereof"
310250,310250 --  - Sodium nitrate,310250,"Fertilizers, mineral or chemical; nitrogenous, sodium nitrate"
310260,310260 --  - Double salts and mixtures of calcium nitrate and ammonium nitrate,310260,"Fertilizers, mineral or chemical; nitrogenous, double salts and mixtures of calcium nitrate and ammonium nitrate"
310280,310280 --  - Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution,310280,"Fertilizers, mineral or chemical; nitrogenous, mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution"
310290,"310290 --  - Other, including mixtures not specified in the foregoing subheadings",310290,"Fertilizers, mineral or chemical; nitrogenous, other kinds including mixtures not specified in the foregoing subheadings"
310311,310311 -- (2017-) -- Containing by weight 35 % or more of diphosphorus pentaoxide (P2O5),310311,"Fertilizers, mineral or chemical; phosphatic, superphosphates, containing by weight 35% or more of diphosphorus pentaoxide (P2O5)"
310319,310319 -- (2017-) -- Other,310319,"Fertilizers, mineral or chemical; phosphatic, superphosphates, other than containing by weight 35% or more of diphosphorus pentaoxide (P2O5)"
310390,310390 --  - Other,310390,"Fertilizers, mineral or chemical; phosphatic, n.e.c. in heading no. 3103"
310420,310420 --  - Potassium chloride,310420,"Fertilizers, mineral or chemical; potassic, potassium chloride"
310430,310430 --  - Potassium sulphate,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate"
310490,310490 --  - Other,310490,"Fertilizers, mineral or chemical; potassic, n.e.c. in heading no. 3104"
310510,310510 --  - Goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg,310510,"Fertilizers, mineral or chemical; in tablets or similar forms or in packages of a gross weight not exceeding 10kg"
310520,"310520 --  - Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus and potassium",310520,"Fertilizers, mineral or chemical; containing the three fertilizing elements nitrogen, phosphorus and potassium"
310530,310530 --  - Diammonium hydrogenorthophosphate (diammonium phosphate),310530,"Fertilizers, mineral or chemical; diammonium hydrogenorthophosphate (diammonium phosphate)"
310540,310540 --  - Ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate),310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)"
310551,310551 --  -- Containing nitrates and phosphates,310551,"Fertilizers, mineral or chemical; containing nitrates and phosphates"
310559,310559 --  -- Other,310559,"Fertilizers, mineral or chemical; containing the two fertilizing elements nitrogen and phosphorus, other than nitrates and phosphates"
310560,310560 --  - Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium,310560,"Fertilizers, mineral or chemical; containing the two fertilizing elements phosphorus and potassium"
310590,310590 --  - Other,310590,"Fertilizers, mineral or chemical; n.e.c. in heading no. 3105"
320110,320110 --  - Quebracho extract,320110,Tanning extracts of vegetable origin; quebracho extract
320120,320120 --  - Wattle extract,320120,Tanning extracts of vegetable origin; wattle extract
320190,320190 --  - Other,320190,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives, (excluding quebracho or wattle extract)"
320210,320210 --  - Synthetic organic tanning substances,320210,Tanning substances; synthetic organic tanning substances
320290,320290 --  - Other,320290,"Tanning substances; inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances; enzymatic preparations for pre- tanning"
320300,"320300 --  Colouring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined; preparations as specified in note 3 to this chapter based on colouring matter of vegetable or animal origin",320300,"Colouring matter of vegetable or animal origin, including dyeing extracts not animal black, whether or not chemically defined; preparations based on colouring matter of vegetable or animal origin"
320411,320411 --  -- Disperse dyes and preparations based thereon,320411,Dyes; disperse dyes and preparations based thereon
320412,"320412 --  -- Acid dyes, whether or not premetallised, and preparations based thereon; mordant dyes and preparations based thereon",320412,"Dyes; acid, whether or not premetallised and preparations based thereon, mordant dyes and preparations based thereon"
320413,320413 --  -- Basic dyes and preparations based thereon,320413,Dyes; basic dyes and preparations based thereon
320414,320414 --  -- Direct dyes and preparations based thereon,320414,Dyes; direct dyes and preparations based thereon
320415,320415 --  -- Vat dyes (including those usable in that state as pigments) and preparations based thereon,320415,Dyes; vat dyes (including those usable in that state as pigments) and preparations based thereon
320416,320416 --  -- Reactive dyes and preparations based thereon,320416,Dyes; reactive dyes and preparations based thereon
320417,320417 --  -- Pigments and preparations based thereon,320417,Dyes; pigments and preparations based thereon
320418,320418 -- (2022) -- Dyes; carotenoid colouring matters and preparations based thereon,320419,"Dyes; n.e.c., including mixtures of colouring matter of two or more of those from item no. 3204.11 to 3204.19"
320419,"320419 --  -- Other, including mixtures of colouring matter of two or more of the subheadings 320411 to 320419",320419,"Dyes; n.e.c., including mixtures of colouring matter of two or more of those from item no. 3204.11 to 3204.19"
320420,320420 --  - Synthetic organic products of a kind used as fluorescent brightening agents,320420,Dyes; synthetic organic products of a kind used as fluorescent brightening agents
320490,320490 --  - Other,320490,"Dyes; synthetic organic products n.e.c. in heading no. 3204 (e.g. of a kind used as luminophores), whether or not chemically defined"
320500,320500 --  Colour lakes; preparations as specified in note 3 to this chapter based on colour lakes,320500,Colour lakes; preparations based on colour lakes as specified in note 3 to this chapter
320611,320611 -- (1996-) -- Containing 80 % or more by weight of titanium dioxide calculated on the dry matter,320611,"Colouring matter; pigments and preparations based on titanium dioxide, containing 80% or more by weight of titanium dioxide calculated on the dry matter"
320619,320619 -- (1996-) -- Other,320619,"Colouring matter; pigments and preparations based on titanium dioxide, containing less than 80% by weight of titanium dioxide calculated on the dry weight"
320620,320620 --  - Pigments and preparations based on chromium compounds,320620,Colouring matter; pigments and preparations based on chromium compounds
320641,320641 --  -- Ultramarine and preparations based thereon,320641,Colouring matter; ultramarine and preparations based thereon
320642,320642 --  -- Lithopone and other pigments and preparations based on zinc sulphide,320642,Colouring matter; lithopone and other pigments and preparations based on zinc sulphide
320649,320649 --  -- Other,320649,Colouring matter; other preparations n.e.c. in item no. 3206.4
320650,320650 --  - Inorganic products of a kind used as luminophores,320650,Colouring matter; inorganic products of a kind used as luminophores
320710,"320710 --  - Prepared pigments, prepared opacifiers, prepared colours and similar preparations",320710,"Pigments; prepared pigments, opacifiers, colours and similar preparations"
320720,"320720 --  - Vitrifiable enamels and glazes, engobes (slips) and similar preparations",320720,"Enamels and glazes; vitrifiable enamels and glazes, engobes (slips) and similar preparations"
320730,320730 --  - Liquid lustres and similar preparations,320730,Lustres; liquid lustres and similar preparations
320740,"320740 --  - Glass frit and other glass, in the form of powder, granules or flakes",320740,"Glass; glass frit and other glass, in the form of powder, granules or flakes"
320810,320810 --  - Based on polyesters,320810,"Paints and varnishes; based on polyesters, dispersed or dissolved in a non-aqueous medium"
320820,320820 --  - Based on acrylic or vinyl polymers,320820,"Paints and varnishes; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium"
320890,320890 --  - Other,320890,"Paints and varnishes; based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium"
320910,320910 --  - Based on acrylic or vinyl polymers,320910,"Paints and varnishes; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium"
320990,320990 --  - Other,320990,"Paints and varnishes; (based on polymers other than acrylic or vinyl), dispersed or dissolved in an aqueous medium"
321000,"321000 --  Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather",321000,"Paints and varnishes; (including enamels, lacquers and distempers), prepared water pigments of a kind used for finishing leather"
321100,321100 --  Prepared driers,321100,Driers; prepared
321210,321210 --  - Stamping foils,321210,"Pigments; of a kind used in the manufacture of paints, stamping foils"
321290,321290 --  - Other,321290,"Pigments; of a kind used in the manufacture of paints, other than stamping foils"
321310,321310 --  - Colours in sets,321310,"Colours; in sets, of a kind used by artists, students or signboard painters"
321390,321390 --  - Other,321390,"Colours; (other than in sets), of a kind used by artists, students or signboard painters"
321410,"321410 --  - Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings",321410,Mastics; painters' fillings
321490,321490 --  - Other,321490,Mastics; n.e.c. in heading no. 3214
321511,321511 --  -- Black,321511,"Ink; for printing, black, whether or not concentrated or solid"
321519,321519 --  -- Other,321519,"Ink; for printing, other than black, whether or not concentrated or solid"
321590,321590 --  - Other,321590,"Ink; writing, drawing and other inks, n.e.c. in heading no. 3215, whether or not concentrated or solid"
330112,330112 --  -- Of orange,330112,"Oils, essential; of orange (terpeneless or not), including concretes and absolutes"
330113,330113 --  -- Of lemon,330113,"Oils, essential; of lemon (terpeneless or not), including concretes and absolutes"
330119,330119 --  -- Other,330119,"Oils, essential; of citrus fruits n.e.c. in heading no. 3301 (terpeneless or not), including concretes and absolutes"
330124,330124 --  -- Of peppermint (Mentha piperita),330124,"Oils, essential; of peppermint (Mentha piperita), terpeneless or not, including concretes and absolutes"
330125,330125 --  -- Of other mints,330125,"Oils, essential; of mints (excluding peppermint), terpeneless or not, including concretes and absolutes"
330129,330129 --  -- Other,330129,"Oils, essential; n.e.c. in heading no. 3301 (terpeneless or not), including concretes and absolutes"
330130,330130 --  - Resinoids,330130,Resinoids
330190,330190 --  - Other,330190,"Oils, essential; concentrates in fats, fixed oils, waxes and the like, terpenic by-products, aqueous distillates and solutions, extracted oleoresins, n.e.c. in heading no. 3301"
330210,330210 --  - Of a kind used in the food or drink industries,330210,Odoriferous substances and mixtures; of a kind used in the food or drink industries
330290,330290 --  - Other,330290,Odoriferous substances and mixtures; used as raw materials in industries other than the food or drink industries
330300,330300 --  Perfumes and toilet waters,330300,Perfumes and toilet waters
330410,330410 --  - Lip make-up preparations,330410,Cosmetic and toilet preparations; lip make-up
330420,330420 --  - Eye make-up preparations,330420,Cosmetic and toilet preparations; eye make-up
330430,330430 --  - Manicure or pedicure preparations,330430,Cosmetic and toilet preparations; manicure or pedicure preparations
330491,"330491 --  -- Powders, whether or not compressed",330491,"Cosmetic and toilet preparations; powders, whether or not compressed (excluding lip, eye, manicure or pedicure preparations)"
330499,330499 --  -- Other,330499,"Cosmetic and toilet preparations; n.e.c. in heading no. 3304, for the care of the skin (excluding medicaments, including sunscreen or sun tan preparations)"
330510,330510 --  - Shampoos,330510,Hair preparations; shampoos
330520,330520 --  - Preparations for permanent waving or straightening,330520,Hair preparations; for permanent waving or straightening
330530,330530 --  - Hair lacquers,330530,Hair preparations; lacquers
330590,330590 --  - Other,330590,Hair preparations; n.e.c. in heading no. 3305
330610,330610 --  - Dentifrices,330610,Oral or dental hygiene preparations; dentifrices
330620,330620 -- (1996-) - Yarn used to clean between the teeth (dental floss),330620,Oral or dental hygiene preparations; yarn used to clean between the teeth (dental floss)
330690,330690 --  - Other,330690,Oral or dental hygiene preparations; other than dentifrices
330710,"330710 --  - Pre-shave, shaving or aftershave preparations",330710,"Perfumery, cosmetic or toilet preparations; pre-shave, shaving or after-shave preparations"
330720,330720 --  - Personal deodorants and antiperspirants,330720,"Perfumery, cosmetic or toilet preparations; personal deodorants and antiperspirants"
330730,330730 --  - Perfumed bath salts and other bath preparations,330730,"Perfumery, cosmetic or toilet preparations; perfumed bath salts and other bath preparations"
330741,330741 --  -- ‘Agarbatti’ and other odoriferous preparations which operate by burning,330741,"Perfumes and deodorizers; perfuming or deodorizing preparations for rooms, agarbatti and other odoriferous preparations which operate by burning (including those used during religious rites)"
330749,330749 --  -- Other,330749,"Perfumes and deodorizers; perfuming or deodorizing preparations for rooms, (excluding those which operate by burning)"
330790,330790 --  - Other,330790,Perfumes and deodorizers; perfuming or deodorizing preparations n.e.c. in heading no. 3307
340111,340111 --  -- For toilet use (including medicated products),340111,"Soap and organic surface-active products; in the form of bars, cakes, moulded shapes, and paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent, for toilet use (including medicated products)"
340119,340119 --  -- Other,340119,"Soap and organic surface-active products; in the form of bars, cakes, moulded shapes, and paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent, not for toilet use"
340120,340120 --  - Soap in other forms,340120,Soap; in forms n.e.c. in item no. 3401.11
340130,"340130 -- (2002-) - Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap",340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap"
340211,340211 --  -- Anionic,340211,"Organic surface-active agents; anionic (other than soap), whether or not put up for retail sale"
340212,340212 --  -- Cationic,340212,"Organic surface-active agents; cationic (other than soap), whether or not put up for retail sale"
340213,340213 --  -- Non-ionic,340213,"Organic surface-active agents; non-ionic (other than soap), whether or not put up for retail sale"
340219,340219 --  -- Other,340219,"Organic surface-active agents; whether or not put up for retail sale, n.e.c. in heading no. 3402"
340220,340220 --  - Preparations put up for retail sale,340220,"Washing and cleaning preparations; surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale"
340231,"340231 -- (2022) -- Anionic organic surface-active agents (other than soap); linear alkylbenzene sulphonic acids and their salts, whether or not put up for retail sale",340211,"Organic surface-active agents; anionic (other than soap), whether or not put up for retail sale"
340239,"340239 -- (2022) -- Anionic organic surface-active agents (other than soap); other than linear alkylbenzene sulphonic acids and their salts, whether or not put up for retail sale",340211,"Organic surface-active agents; anionic (other than soap), whether or not put up for retail sale"
340241,"340241 -- (2022) -- Organic surface-active agents; cationic (other than soap), whether or not put up for retail sale",340212,"Organic surface-active agents; cationic (other than soap), whether or not put up for retail sale"
340242,"340242 -- (2022) -- Organic surface-active agents; non-ionic (other than soap), whether or not put up for retail sale",340213,"Organic surface-active agents; non-ionic (other than soap), whether or not put up for retail sale"
340249,"340249 -- (2022) -- Organic surface-active agents; whether or not put up for retail sale, n.e.c. in item no. 3402",340219,"Organic surface-active agents; whether or not put up for retail sale, n.e.c. in heading no. 3402"
340250,"340250 -- (2022) -- Washing and cleaning preparations; powders, flakes and granules, surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale",340220,"Washing and cleaning preparations; surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale"
340290,340290 --  - Other,340290,"Washing and cleaning preparations; surface-active, whether or not containing soap (excluding those of heading no. 3401), including auxiliary washing preparations, not for retail sale"
340311,"340311 --  -- Preparations for the treatment of textile materials, leather, furskins or other materials",340311,"Lubricating preparations; for the treatment of textile and similar materials (leather, furskins etc), containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals"
340319,340319 --  -- Other,340319,"Lubricating preparations; (other than for the treatment of textile and similar materials), containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals"
340391,"340391 --  -- Preparations for the treatment of textile materials, leather, furskins or other materials",340391,"Lubricating preparations; for the treatment of textile and similar materials (leather, furskins etc), (not containing petroleum oils or oils obtained from bituminous minerals)"
340399,340399 --  -- Other,340399,"Lubricating preparations; other than for the treatment of textile and similar materials, not containing petroleum oils or oils obtained from bituminous minerals"
340420,340420 --  - Of poly(oxyethylene) (polyethylene glycol),340420,"Waxes; artificial and prepared, of poly(oxyethylene) (polyethylene glycol)"
340490,340490 --  - Other,340490,"Waxes; artificial and prepared, other than of polyethylene glycol"
340510,"340510 --  - Polishes, creams and similar preparations, for footwear or leather",340510,"Polishes, creams and similar preparations; for footwear or leather, excluding waxes of heading no. 3404"
340520,"340520 --  - Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors or other woodwork",340520,"Polishes, creams and similar preparations; for the maintenance of wooden furniture, floors or other woodwork, excluding waxes of heading no. 3404"
340530,"340530 --  - Polishes and similar preparations for coachwork, other than metal polishes",340530,"Polishes, creams and similar preparations; for coachwork, other than metal polishes, excluding waxes of heading no. 3404"
340540,340540 --  - Scouring pastes and powders and other scouring preparations,340540,"Scouring pastes and powders and other scouring preparations; (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics, cellular rubber, impregnated, coated or covered)"
340590,340590 --  - Other,340590,"Polishes, creams and similar preparations; n.e.c. in heading no. 3405, excluding waxes of heading no. 3404"
340600,"340600 --  Candles, tapers and the like",340600,"Candles, tapers and the like"
340700,"340700 --  Modelling pastes, including those put up for children's amusement; preparations known as ‘dental wax’ or as ‘dental impression compounds’, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms; other preparati",340700,"Modelling pastes; preparations known as dental wax, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms, other preparations for use in dentistry"
350110,350110 --  - Casein,350110,Casein
350190,350190 --  - Other,350190,Caseinates and other casein derivatives; casein glues
350211,350211 -- (1996-) -- Dried,350211,"Albumins; egg albumin, dried"
350219,350219 -- (1996-) -- Other,350219,"Albumins; egg albumin, not dried"
350220,"350220 -- (1996-) - Milk albumin, including concentrates of two or more whey proteins",350220,"Albumins; milk albumin, including concentrates of two or more whey proteins"
350290,350290 --  - Other,350290,"Albumins, albuminates and other albumin derivatives; other than egg or milk albumin, including concentrates of two or more whey proteins"
350300,"350300 --  Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading 3501",350300,"Gelatin (including gelatin in rectangular sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading no. 3501"
350400,"350400 --  Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed",350400,"Peptones and their derivatives; other protein substances and their derivatives n.e.c. or included, hide powder, whether or not chromed"
350510,350510 --  - Dextrins and other modified starches,350510,Dextrins and other modified starches
350520,350520 --  - Glues,350520,"Glues; based on starches, or on dextrins or other modified starches"
350610,"350610 --  - Products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg",350610,"Glues or adhesives; prepared, products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1kg"
350691,350691 --  -- Adhesives based on polymers of headings 3901 to 3913 or on rubber,350691,"Adhesives; prepared, based on polymers of heading 3901 to 3913 or on rubber"
350699,350699 --  -- Other,350699,"Glues and other adhesives; prepared, n.e.c. in heading no. 3506, not exceeding a net weight of 1kg"
350710,350710 --  - Rennet and concentrates thereof,350710,Enzymes; rennet and concentrates thereof
350790,350790 --  - Other,350790,Enzymes and prepared enzymes; other than rennet and concentrates thereof
360100,360100 --  Propellent powders,360100,Explosives; propellent powders
360200,"360200 --  Prepared explosives, other than propellent powders",360200,"Explosives, prepared; other than propellent powders"
360300,360300 --  Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators,360300,"Fuses and detonators; safety or detonating fuses, percussion or detonating caps, igniters, electric detonators"
360310,360310 -- (2022) -- Safety fuses,360300,"Fuses and detonators; safety or detonating fuses, percussion or detonating caps, igniters, electric detonators"
360320,360320 -- (2022) -- Detonating cords,360300,"Fuses and detonators; safety or detonating fuses, percussion or detonating caps, igniters, electric detonators"
360330,360330 -- (2022) -- Percussion caps,360300,"Fuses and detonators; safety or detonating fuses, percussion or detonating caps, igniters, electric detonators"
360340,360340 -- (2022) -- Detonating caps,360300,"Fuses and detonators; safety or detonating fuses, percussion or detonating caps, igniters, electric detonators"
360350,360350 -- (2022) -- Igniters,360300,"Fuses and detonators; safety or detonating fuses, percussion or detonating caps, igniters, electric detonators"
360360,360360 -- (2022) -- Electric detonators,360300,"Fuses and detonators; safety or detonating fuses, percussion or detonating caps, igniters, electric detonators"
360410,360410 --  - Fireworks,360410,Pyrotechnic products; fireworks
360490,360490 --  - Other,360490,"Pyrotechnic products; signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks)"
360500,"360500 --  Matches, other than pyrotechnic articles of heading 3604",360500,Matches; other than pyrotechnic articles of heading no. 3604
360610,360610 --  - Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette or similar lighters and of a capacity not exceeding 300 cm³,360610,"Fuels; liquid or liquefied-gas, in containers, of a kind used for filling or refilling cigarette or similar lighters, (of a capacity not exceeding 300cm3)"
360690,360690 --  - Other,360690,Ferro-cerium and other pyrophoric alloys in all forms; articles of combustible materials n.e.c. in chapter 36
370110,370110 --  - For X-ray,370110,"Photographic plates and film; for x-ray, in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles"
370120,370120 --  - Instant print film,370120,"Photographic plates and film; instant print film, in the flat, sensitised, unexposed, whether or not in packs"
370130,"370130 --  - Other plates and film, with any side exceeding 255 mm",370130,"Photographic plates and film; in the flat, sensitised, unexposed, with any side exceeding 225mm, of any materials other than paper, paperboard or textiles"
370191,370191 --  -- For colour photography (polychrome),370191,"Photographic plates and film; for colour photography (polychrome), in the flat, sensitised, unexposed, with no side exceeding 255mm, of any material other than paper, paperboard or textiles"
