HS - Combined  Product Code,HS - Combined  Product Description,HS 2017 Product Code,HS 2017 Product Description
550999,550999 --  -- Other,550999,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), n.e.c. in heading no. 5509, not put up for retail sale"
551011,551011 --  -- Single yarn,551011,"Yarn; (not sewing thread), single, of artificial staple fibres, containing 85% or more by weight of artificial staple fibres, not put up for retail sale"
551012,551012 --  -- Multiple (folded) or cabled yarn,551012,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of artificial staple fibres, containing 85% or more by weight of artificial staple fibres, not put up for retail sale"
551020,"551020 --  - Other yarn, mixed mainly or solely with wool or fine animal hair",551020,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale"
551030,"551030 --  - Other yarn, mixed mainly or solely with cotton",551030,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with cotton, not put up for retail sale"
551090,551090 --  - Other yarn,551090,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), not put up for retail sale"
551110,"551110 --  - Of synthetic staple fibres, containing 85 % or more by weight of such fibres",551110,"Yarn; (not sewing thread), of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres, put up for retail sale"
551120,"551120 --  - Of synthetic staple fibres, containing less than 85 % by weight of such fibres",551120,"Yarn; (not sewing thread), of synthetic staple fibres, containing less than 85% by weight of synthetic staple fibres, put up for retail sale"
551130,551130 --  - Of artificial staple fibres,551130,"Yarn; (not sewing thread), of artificial staple fibres, put up for retail sale"
551211,551211 --  -- Unbleached or bleached,551211,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, unbleached or bleached"
551219,551219 --  -- Other,551219,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, other than unbleached or bleached"
551221,551221 --  -- Unbleached or bleached,551221,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, unbleached or bleached"
551229,551229 --  -- Other,551229,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, other than unbleached or bleached"
551291,551291 --  -- Unbleached or bleached,551291,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, unbleached or bleached"
551299,551299 --  -- Other,551299,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, other than unbleached or bleached"
551311,"551311 --  -- Of polyester staple fibres, plain weave",551311,"Fabrics, woven; plain weave, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170g/m2, unbleached or bleached"
551312,"551312 --  -- 3-thread or 4-thread twill, including cross twill, of polyester staple fibres",551312,"Fabrics, woven; 3-thread or 4-thread twill, of polyester staple fibres, containing less than 85% by weight of such, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached"
551313,551313 --  -- Other woven fabrics of polyester staple fibres,551313,"Fabrics, woven; of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached"
551319,551319 --  -- Other woven fabrics,551319,"Fabrics, woven; containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached"
551321,"551321 --  -- Of polyester staple fibres, plain weave",551321,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2"
551323,551323 --  -- Other woven fabrics of polyester staple fibres,551323,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2"
551329,551329 --  -- Other woven fabrics,551329,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2"
551331,"551331 --  -- Of polyester staple fibres, plain weave",551331,"Fabrics, woven; plain weave, of yarns of different colours, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2"
551339,551339 --  -- Other woven fabrics,551339,"Fabrics, woven; of yarns of different colours, containing less than 85% of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2"
551341,"551341 --  -- Of polyester staple fibres, plain weave",551341,"Fabrics, woven; plain weave, printed, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2"
551349,551349 --  -- Other woven fabrics,551349,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2"
551411,"551411 --  -- Of polyester staple fibres, plain weave",551411,"Fabrics, woven; plain weave, unbleached or bleached, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551412,"551412 --  -- 3-thread or 4-thread twill, including cross twill, of polyester staple fibres",551412,"Fabrics, woven; 3- or 4-thread twill, including cross twill, unbleached or bleached, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, over 170g/m2"
551419,551419 --  -- Other woven fabrics,551419,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of synthetic staple fibres n.e.c. in item no. 55.14.1, mixed mainly or solely with cotton, exceeding 170g/m2"
551421,"551421 --  -- Of polyester staple fibres, plain weave",551421,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551422,"551422 --  -- 3-thread or 4-thread twill, including cross twill, of polyester staple fibres",551422,"Fabrics, woven; 3- or 4-thread twill, including cross twill, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551423,551423 --  -- Other woven fabrics of polyester staple fibres,551423,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2, n.e.c. in heading no. 5514"
551429,551429 --  -- Other woven fabrics,551429,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2"
551430,551430 -- (2007-) - Of yarns of different colours,551430,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of synthetic staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551441,"551441 --  -- Of polyester staple fibres, plain weave",551441,"Fabrics, woven; plain weave, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551442,"551442 --  -- 3-thread or 4-thread twill, including cross twill, of polyester staple fibres",551442,"Fabrics, woven; 3- or 4-thread twill, including cross twill, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551443,551443 --  -- Other woven fabrics of polyester staple fibres,551443,"Fabrics, woven; printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, weight exceeding 170g/m2, n.e.c. in heading no. 5514"
551449,551449 --  -- Other woven fabrics,551449,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2"
551511,551511 --  -- Mixed mainly or solely with viscose rayon staple fibres,551511,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with viscose rayon staple fibres"
551512,551512 --  -- Mixed mainly or solely with man-made filaments,551512,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments"
551513,551513 --  -- Mixed mainly or solely with wool or fine animal hair,551513,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with wool or fine animal hair"
551519,551519 --  -- Other,551519,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1"
551521,551521 --  -- Mixed mainly or solely with man-made filaments,551521,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments"
551522,551522 --  -- Mixed mainly or solely with wool or fine animal hair,551522,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with wool or fine animal hair"
551529,551529 --  -- Other,551529,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.2"
551591,551591 --  -- Mixed mainly or solely with man-made filaments,551591,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments"
551599,551599 --  -- Other,551599,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515"
551611,551611 --  -- Unbleached or bleached,551611,"Fabrics, woven; unbleached or bleached, containing 85% or more by weight of artificial staple fibres"
551612,551612 --  -- Dyed,551612,"Fabrics, woven; dyed, containing 85% or more by weight of artificial staple fibres"
551613,551613 --  -- Of yarns of different colours,551613,"Fabrics, woven; of yarns of different colours, containing 85% or more by weight of artificial staple fibres"
551614,551614 --  -- Printed,551614,"Fabrics, woven; printed, containing 85% or more by weight of artificial staple fibres"
551621,551621 --  -- Unbleached or bleached,551621,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with manmade filaments"
551622,551622 --  -- Dyed,551622,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments"
551623,551623 --  -- Of yarns of different colours,551623,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments"
