HS - Combined  Product Code,HS - Combined  Product Description,HS 2012 Product Code,HS 2012 Product Description
030494,030494 -- (2012-) -- Alaska pollock (Theragra chalcogramma),030494,Alaska Pollack (Theragra chalcogramma)
030495,"030495 -- (2012-) -- Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska pollock (Theragra chalcogramma)",030495,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)"
030499,030499 -- (2007-) -- Other,030499,Other
030510,"030510 --  - Flours, meals and pellets of fish, fit for human consumption",030510,"Flours, meals and pellets of fish, fit for human consumption"
030520,"030520 --  - Livers, roes and milt of fish, dried, smoked, salted or in brine",030520,"Livers and roes of fish, dried, smoked, salted or in brine"
030531,"030531 -- (2012-) -- Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., ",030531,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla sp"
030532,"030532 -- (2012-) -- Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",030532,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae"
030539,030539 -- (2012-) -- Other,030539,Other
030541,"030541 --  -- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",030541,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
030542,"030542 --  -- Herrings (Clupea harengus, Clupea pallasii)",030542,"Herrings (Clupea harengus, Clupea pallasii)"
030543,"030543 -- (2012-) -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",030543,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
030544,"030544 -- (2012-) -- Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Ost",030544,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla sp"
030549,030549 --  -- Other,030549,Other
030551,"030551 --  -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",030551,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
030559,030559 --  -- Other,030559,Other
030561,"030561 --  -- Herrings (Clupea harengus, Clupea pallasii)",030561,"Herrings (Clupea harengus, Clupea pallasii)"
030562,"030562 --  -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",030562,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
030563,030563 --  -- Anchovies (Engraulis spp.),030563,Anchovies (Engraulis spp.)
030564,"030564 -- (2012-) -- Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., ",030564,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla sp"
030569,030569 --  -- Other,030569,Other
030571,030571 -- (2012-) -- Shark fins,030571,Shark fins
030572,"030572 -- (2012-) -- Fish heads, tails and maws",030572,"Fish heads, tails and maws"
030579,030579 -- (2012-) -- Other,030579,Other
030611,"030611 --  -- Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",030611,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)"
030612,030612 --  -- Lobsters (Homarus spp.),030612,Lobsters (Homarus spp.)
030614,030614 --  -- Crabs,030614,Crabs
030615,030615 -- (2012-) -- Norway lobsters (Nephrops norvegicus),030615,Norway lobsters (Nephrops norvegicus)
030616,"030616 -- (2012-) -- Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",030616,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)"
030617,030617 -- (2012-) -- Other shrimps and prawns,030617,Other shrimps and prawns
030619,"030619 --  -- Other, including flours, meals and pellets of crustaceans, fit for human consumption",030619,"Other, including flours, meals and pellets of crustaceans, fit for human consumption"
030621,"030621 -- (-2016) -- Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",030621,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)"
030622,030622 -- (-2016) -- Lobsters (Homarus spp.),030622,Lobsters (Homarus spp.)
030624,030624 -- (-2016) -- Crabs,030624,Crabs
030625,030625 -- (2012-2016) -- Norway lobsters (Nephrops norvegicus),030625,Norway lobsters (Nephrops norvegicus)
030626,"030626 -- (2012-2016) -- Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",030626,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)"
030627,030627 -- (2012-2016) -- Other shrimps and prawns,030627,Other shrimps and prawns
030629,"030629 -- (-2016) -- Other, including flours, meals and pellets of crustaceans, fit for human consumption",030629,"Other, including flours, meals and pellets of crustaceans, fit for human consumption"
030711,"030711 -- (2012-) -- Live, fresh or chilled",030711,"Live, fresh or chilled"
030719,030719 -- (2012-) -- Other,030719,Other
030721,"030721 --  -- Live, fresh or chilled",030721,"Live, fresh or chilled"
030729,030729 --  -- Other,030729,Other
030731,"030731 --  -- Live, fresh or chilled",030731,"Live, fresh or chilled"
030739,030739 --  -- Other,030739,Other
030741,"030741 -- (-2016) -- Live, fresh or chilled",030741,"Live, fresh or chilled"
030749,030749 --  -- Other,030749,Other
030751,"030751 --  -- Live, fresh or chilled",030751,"Live, fresh or chilled"
030759,030759 --  -- Other,030759,Other
030760,"030760 --  - Snails, other than sea snails",030760,"Snails, other than sea snails"
030771,"030771 -- (2012-) -- Live, fresh or chilled",030771,"Live, fresh or chilled"
030779,030779 -- (2012-) -- Other,030779,Other
030781,"030781 -- (2012-) -- Live, fresh or chilled abalone (Haliotis spp.)",030781,"Live, fresh or chilled"
030789,030789 -- (2012-2016) -- Other,030789,Other
030791,"030791 --  -- Live, fresh or chilled",030791,"Live, fresh or chilled"
030799,030799 --  -- Other,030799,Other
030811,"030811 -- (2012-) -- Live, fresh or chilled",030811,"Live, fresh or chilled"
030819,030819 -- (2012-) -- Other,030819,Other
030821,"030821 -- (2012-) -- Live, fresh or chilled",030821,"Live, fresh or chilled"
030829,030829 -- (2012-) -- Other,030829,Other
030830,030830 -- (2012-) - Jellyfish (Rhopilema spp.),030830,Jellyfish (Rhopilema spp.)
030890,030890 -- (2012-) - Other,030890,Other
030910,"030910 -- (2022) -- Flours, meals and pellets of fish, fit for human consumption",030510,"Flours, meals and pellets of fish, fit for human consumption"
030990,"030990 -- (2022) -- Flours, meals and pellets of crustaceans, molluscs and other aquatic invertebrates, fit for human consumption",030799,Other
040110,"040110 --  - Of a fat content, by weight, not exceeding 1 %",040110,"Of a fat content, by weight, not exceeding 1 %"
040120,"040120 --  - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",040120,"Of a fat content, by weight, exceeding 1 % but not exceeding 6 %"
040140,"040140 -- (2012-) - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",040140,"Of a fat content, by weight, exceeding 6 % but not exceeding 10 %"
040150,"040150 -- (2012-) - Of a fat content, by weight, exceeding 10 %",040150,"Of a fat content, by weight, exceeding 10 %"
040210,"040210 --  - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1,5 %",040210,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %"
040221,040221 --  -- Not containing added sugar or other sweetening matter,040221,Not containing added sugar or other sweetening matter
040229,040229 --  -- Other,040229,Other
040291,040291 --  -- Not containing added sugar or other sweetening matter,040291,Not containing added sugar or other sweetening matter
040299,040299 --  -- Other,040299,Other
040310,040310 --  - Yogurt,040310,Yogurt
040320,"040320 -- (2022) -- Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa",040310,Yogurt
040390,040390 --  - Other,040390,Other
040410,"040410 --  - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",040410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter"
040490,040490 --  - Other,040490,Other
040510,040510 -- (1996-) - Butter,040510,Butter
040520,040520 -- (1996-) - Dairy spreads,040520,Dairy spreads
040590,040590 -- (1996-) - Other,040590,Other
040610,"040610 --  - Fresh (unripened or uncured) cheese, including whey cheese, and curd",040610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd"
040620,"040620 --  - Grated or powdered cheese, of all kinds",040620,"Grated or powdered cheese, of all kinds"
040630,"040630 --  - Processed cheese, not grated or powdered",040630,"Processed cheese, not grated or powdered"
040640,040640 --  - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,040640,Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti
040690,040690 --  - Other cheese,040690,Other cheese
040711,040711 -- (2012-) -- Of fowls of the species Gallus domesticus,040711,Of fowls of the species Gallus domesticus
040719,040719 -- (2012-) -- Other,040719,Other
040721,040721 -- (2012-) -- Of fowls of the species Gallus domesticus,040721,Of fowls of the species Gallus domesticus
040729,040729 -- (2012-) -- Other,040729,Other
040790,040790 -- (2012-) - Other,040790,Others
040811,040811 --  -- Dried,040811,Dried
040819,040819 --  -- Other,040819,Other
040891,040891 --  -- Dried,040891,Dried
040899,040899 --  -- Other,040899,Other
040900,040900 --  Natural honey,040900,Natural honey.
041000,"041000 --  Edible products of animal origin, not elsewhere specified or included",041000,"Edible products of animal origin, not elsewhere specified or included."
041010,041010 -- (2022) -- Animal products; insects,041000,"Edible products of animal origin, not elsewhere specified or included."
041090,"041090 -- (2022) -- Animal products; edible products of animal origin, not elsewhere specified or included, other than insects",041000,"Edible products of animal origin, not elsewhere specified or included."
050100,"050100 --  Human hair, unworked, whether or not washed or scoured; waste of human hair",050100,"Human hair, unworked, whether or not washed or scoured; waste of human hair."
050210,"050210 --  - Pigs', hogs' or boars' bristles and hair and waste thereof",050210,"Pigs', hogs' or boars' bristles and hair and waste thereof"
050290,050290 --  - Other,050290,Other
050400,"050400 --  Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked",050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked."
050510,050510 --  - Feathers of a kind used for stuffing; down,050510,Feathers of a kind used for stuffing; down
050590,050590 --  - Other,050590,Other
050610,050610 --  - Ossein and bones treated with acid,050610,Ossein and bones treated with acid
050690,050690 --  - Other,050690,Other
050710,050710 --  - Ivory; ivory powder and waste,050710,Ivory; ivory powder and waste
050790,050790 --  - Other,050790,Other
050800,"050800 --  Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof",050800,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof."
051000,"051000 --  Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved",051000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved."
051110,051110 --  - Bovine semen,051110,Bovine semen
051191,"051191 --  -- Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",051191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3"
051199,051199 --  -- Other,051199,Other
060110,"060110 --  - Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",060110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant"
060120,"060120 --  - Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",060120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots"
060210,060210 --  - Unrooted cuttings and slips,060210,Unrooted cuttings and slips
060220,"060220 --  - Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",060220,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts"
060230,"060230 --  - Rhododendrons and azaleas, grafted or not",060230,"Rhododendrons and azaleas, grafted or not"
060240,"060240 --  - Roses, grafted or not",060240,"Roses, grafted or not"
060290,060290 -- (1996-) - Other,060290,Other
060311,060311 -- (2007-) -- Roses,060311,Roses
060312,060312 -- (2007-) -- Carnations,060312,Carnations
060313,060313 -- (2007-) -- Orchids,060313,Orchids
060314,060314 -- (2007-) -- Chrysanthemums,060314,Chrysanthemums
060315,060315 -- (2012-) -- Lilies (Lilium spp.),060315,Lilies (Lilium spp.)
060319,060319 -- (2007-) -- Other,060319,Other
060390,060390 --  - Other,060390,Other
060420,060420 -- (2012-) - Fresh,060420,Fresh
060490,060490 -- (2012-) - Other,060490,Other
070110,070110 --  - Seed,070110,Seed
070190,070190 --  - Other,070190,Other
070200,"070200 --  Tomatoes, fresh or chilled",070200,"Tomatoes, fresh or chilled."
070310,070310 --  - Onions and shallots,070310,Onions and shallots
070320,070320 --  - Garlic,070320,Garlic
070390,070390 --  - Leeks and other alliaceous vegetables,070390,Leeks and other alliaceous vegetables
070410,070410 --  - Cauliflowers and headed broccoli,070410,Cauliflowers and headed broccoli
070420,070420 --  - Brussels sprouts,070420,Brussels sprouts
070490,070490 --  - Other,070490,Other
070511,070511 --  -- Cabbage lettuce (head lettuce),070511,Cabbage lettuce (head lettuce)
070519,070519 --  -- Other,070519,Other
070521,070521 --  -- Witloof chicory (Cichorium intybus var. foliosum),070521,Witloof chicory (Cichorium intybus var. foliosum)
070529,070529 --  -- Other,070529,Other
070610,070610 --  - Carrots and turnips,070610,Carrots and turnips
070690,070690 --  - Other,070690,Other
070700,"070700 --  Cucumbers and gherkins, fresh or chilled",070700,"Cucumbers and gherkins, fresh or chilled."
070810,070810 --  - Peas (Pisum sativum),070810,Peas (Pisum sativum)
070820,"070820 --  - Beans (Vigna spp., Phaseolus spp.)",070820,"Beans (Vigna spp., Phaseolus spp.)"
070890,070890 --  - Other leguminous vegetables,070890,Other leguminous vegetables
070920,070920 --  - Asparagus,070920,Asparagus
070930,070930 --  - Aubergines (eggplants),070930,Aubergines (egg-plants)
070940,070940 --  - Celery other than celeriac,070940,Celery other than celeriac
070951,070951 --  -- Mushrooms of the genus Agaricus,070951,Mushrooms of the genus Agaricus
070953,"070953 -- (2022) -- Vegetables; mushrooms of the genus Cantharellus, fresh or chilled",070959,Other
070954,"070954 -- (2022) -- Vegetables; shiitake mushrooms (Lentinus edodes), fresh or chilled",070959,Other
070955,"070955 -- (2022) -- Vegetables; matsutake mushrooms (Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligatum), fresh or chilled",070959,Other
